"SampleID","Pot","Intensity","Frequency","Composition","N","H","PC1","PC2","Category"
"WH38-B-S","Pot-38","Wet","High","Conspecific",39,13.84,0.286171824633401,0.531566319062585,"Fitness"
"WH39-B-S","Pot-39","Wet","High","Conspecific",47,14.32,0.297234759835973,0.474471438645154,"Fitness"
"WH40-B-S","Pot-40","Wet","High","Conspecific",44,15.52,0.915251988300719,0.90336773795316,"Fitness"
"WH51-B-M","Pot-51","Wet","High","Heterospecific",42,10.32,-2.02630331204448,0.0517765231547972,"Fitness"
"WH52-B-M","Pot-52","Wet","High","Heterospecific",28,12.68,-1.58019289893765,0.0302216793686895,"Fitness"
"WH53-B-M","Pot-53","Wet","High","Heterospecific",41,14.64,-2.17481129504775,0.0618708284066232,"Fitness"
"WH54-B-M","Pot-54","Wet","High","Heterospecific",39,12.6,-2.6891599276617,0.0259215293211048,"Fitness"
"WH55-B-M","Pot-55","Wet","High","Heterospecific",47,12.7,-2.13563550949677,-0.851069334006273,"Fitness"
"WH56-B-M","Pot-56","Wet","High","Heterospecific",14,12.94,-0.477580078382307,1.17883043167805,"Fitness"
"WH57-B-M","Pot-57","Wet","High","Heterospecific",39,13.52,-1.39708407067177,0.0988036724920401,"Fitness"
"WH58-B-M","Pot-58","Wet","High","Heterospecific",41,14.34,-1.4073020869397,-2.66358916069293,"Fitness"
"WH59-B-M","Pot-59","Wet","High","Heterospecific",44,12.58,-2.79253205378677,-0.744951670657922,"Fitness"
"WH60-B-M","Pot-60","Wet","High","Heterospecific",45,9.9,-3.54787613732267,0.0213873107127701,"Fitness"
"DL61-B-S","Pot-61","Dry","Low","Conspecific",40,8.82,1.44389074867433,-1.5080831279496,"Fitness"
"DL62-B-S","Pot-62","Dry","Low","Conspecific",38,11.46,1.4221705192172,0.87074980039774,"Fitness"
"DL63-B-S","Pot-63","Dry","Low","Conspecific",46,8.42,0.827258448122685,0.467415857695306,"Fitness"
"DL64-B-S","Pot-64","Dry","Low","Conspecific",47,8.7,1.73474150983317,-1.77379955703403,"Fitness"
"DL65-B-S","Pot-65","Dry","Low","Conspecific",25,10.5,1.96606435734032,1.15846827536308,"Fitness"
"DL66-B-S","Pot-66","Dry","Low","Conspecific",32,12.48,1.5461939858183,0.7730888053969,"Fitness"
"DL67-B-S","Pot-67","Dry","Low","Conspecific",29,10.06,1.28572171147234,0.60640275750306,"Fitness"
"DL68-B-S","Pot-68","Dry","Low","Conspecific",38,10.74,1.11769299823685,0.664637104959728,"Fitness"
"DL69-B-S","Pot-69","Dry","Low","Conspecific",36,9.54,0.503677647124532,-2.20289999521357,"Fitness"
"DL70-B-S","Pot-70","Dry","Low","Conspecific",37,9.34,0.895992460388513,0.65905782622085,"Fitness"
"DL81-B-M","Pot-81","Dry","Low","Heterospecific",25,8.82,1.54836337832902,-0.291303185128231,"Fitness"
"DL82-B-M","Pot-82","Dry","Low","Heterospecific",26,9.98,-0.266039819507876,-2.45552295917129,"Fitness"
"DL83-B-M","Pot-83","Dry","Low","Heterospecific",31,8.96,-0.414352870955088,0.18422618868429,"Fitness"
"DL84-B-M","Pot-84","Dry","Low","Heterospecific",21,12.22,0.88916495693308,-0.527300958291879,"Fitness"
"DL85-B-M","Pot-85","Dry","Low","Heterospecific",32,7.58,-1.06636445965675,-2.86466189005607,"Fitness"
"DL86-B-M","Pot-86","Dry","Low","Heterospecific",33,6.86,-0.639516039190438,-0.178967345424576,"Fitness"
"DL87-B-M","Pot-87","Dry","Low","Heterospecific",26,8.38,0.325874396627589,0.818177328569505,"Fitness"
"DL88-B-M","Pot-88","Dry","Low","Heterospecific",14,11.05,3.07343922735333,-3.46170541964785,"Fitness"
"DL89-B-M","Pot-89","Dry","Low","Heterospecific",10,11.9,3.58049368187184,0.70141270566952,"Fitness"
"DL90-B-M","Pot-90","Dry","Low","Heterospecific",26,8.26,0.956138121566113,1.20158232645964,"Fitness"
"DH96-B-S","Pot-96","Dry","High","Conspecific",25,9.22,2.04192745691758,0.765241432642733,"Fitness"
"DH97-B-S","Pot-97","Dry","High","Conspecific",19,12.8,3.06017721076841,-0.0233508194045818,"Fitness"
"DH98-B-S","Pot-98","Dry","High","Conspecific",15,15.5,3.13567789831302,-1.60208019933994,"Fitness"
"DH114-B-M","Pot-114","Dry","High","Heterospecific",28,10.32,0.498892325669177,0.360001835312428,"Fitness"
"DH117-B-M","Pot-117","Dry","High","Heterospecific",28,10.9,0.855571640892129,0.693333577487092,"Fitness"
"DH119-B-M","Pot-119","Dry","High","Heterospecific",22,7.78,1.34638784501902,-0.473171044512826,"Fitness"
